,timestamp,item,corp,loc,supply,price,year,month,day,weekday,quarter,weekofyear,dayofyear,days_in_month,is_mon_start,is_mon_end
25925,2019-02-04,CB,A,J,0.0,0.0,2019,2,4,0,1,6,35,28,False,False
25926,2019-02-05,CB,A,J,0.0,0.0,2019,2,5,1,1,6,36,28,False,False
25927,2019-02-06,CB,A,J,0.0,0.0,2019,2,6,2,1,6,37,28,False,False
25928,2019-02-07,CB,A,J,0.0,0.0,2019,2,7,3,1,6,38,28,False,False
25929,2019-02-08,CB,A,J,0.0,0.0,2019,2,8,4,1,6,39,28,False,False
25930,2019-02-09,CB,A,J,0.0,0.0,2019,2,9,5,1,6,40,28,False,False
25931,2019-02-10,CB,A,J,0.0,0.0,2019,2,10,6,1,6,41,28,False,False
25932,2019-02-11,CB,A,J,6408.0,374.0,2019,2,11,0,1,7,42,28,False,False
25933,2019-02-12,CB,A,J,3456.0,321.0,2019,2,12,1,1,7,43,28,False,False
25934,2019-02-13,CB,A,J,13424.0,316.0,2019,2,13,2,1,7,44,28,False,False
25935,2019-02-14,CB,A,J,6544.0,249.0,2019,2,14,3,1,7,45,28,False,False
25936,2019-02-15,CB,A,J,5888.0,303.0,2019,2,15,4,1,7,46,28,False,False
25937,2019-02-16,CB,A,J,9120.0,269.0,2019,2,16,5,1,7,47,28,False,False
25938,2019-02-17,CB,A,J,0.0,0.0,2019,2,17,6,1,7,48,28,False,False
25939,2019-02-18,CB,A,J,10536.0,247.0,2019,2,18,0,1,8,49,28,False,False
25940,2019-02-19,CB,A,J,3008.0,285.0,2019,2,19,1,1,8,50,28,False,False
25941,2019-02-20,CB,A,J,6296.0,304.0,2019,2,20,2,1,8,51,28,False,False
25942,2019-02-21,CB,A,J,3368.0,249.0,2019,2,21,3,1,8,52,28,False,False
25943,2019-02-22,CB,A,J,6176.0,327.0,2019,2,22,4,1,8,53,28,False,False
25944,2019-02-23,CB,A,J,8936.0,262.0,2019,2,23,5,1,8,54,28,False,False
25945,2019-02-24,CB,A,J,0.0,0.0,2019,2,24,6,1,8,55,28,False,False
25946,2019-02-25,CB,A,J,6272.0,239.0,2019,2,25,0,1,9,56,28,False,False
25947,2019-02-26,CB,A,J,0.0,0.0,2019,2,26,1,1,9,57,28,False,False
25948,2019-02-27,CB,A,J,0.0,0.0,2019,2,27,2,1,9,58,28,False,False
25949,2019-02-28,CB,A,J,0.0,0.0,2019,2,28,3,1,9,59,28,False,True
25950,2019-03-01,CB,A,J,0.0,0.0,2019,3,1,4,1,9,60,31,True,False
25951,2019-03-02,CB,A,J,0.0,0.0,2019,3,2,5,1,9,61,31,False,False
25952,2019-03-03,CB,A,J,0.0,0.0,2019,3,3,6,1,9,62,31,False,False
25953,2019-03-04,CB,A,J,0.0,0.0,2019,3,4,0,1,10,63,31,False,False
25954,2019-03-05,CB,A,J,0.0,0.0,2019,3,5,1,1,10,64,31,False,False
25955,2019-03-06,CB,A,J,0.0,0.0,2019,3,6,2,1,10,65,31,False,False
25956,2019-03-07,CB,A,J,0.0,0.0,2019,3,7,3,1,10,66,31,False,False
25957,2019-03-08,CB,A,J,6624.0,353.0,2019,3,8,4,1,10,67,31,False,False
25958,2019-03-09,CB,A,J,6600.0,345.0,2019,3,9,5,1,10,68,31,False,False
25959,2019-03-10,CB,A,J,0.0,0.0,2019,3,10,6,1,10,69,31,False,False
25960,2019-03-11,CB,A,J,2224.0,368.0,2019,3,11,0,1,11,70,31,False,False
25961,2019-03-12,CB,A,J,0.0,0.0,2019,3,12,1,1,11,71,31,False,False
25962,2019-03-13,CB,A,J,4064.0,297.0,2019,3,13,2,1,11,72,31,False,False
25963,2019-03-14,CB,A,J,6232.0,399.0,2019,3,14,3,1,11,73,31,False,False
25964,2019-03-15,CB,A,J,5728.0,330.0,2019,3,15,4,1,11,74,31,False,False
25965,2019-03-16,CB,A,J,7560.0,261.0,2019,3,16,5,1,11,75,31,False,False
25966,2019-03-17,CB,A,J,0.0,0.0,2019,3,17,6,1,11,76,31,False,False
25967,2019-03-18,CB,A,J,8728.0,311.0,2019,3,18,0,1,12,77,31,False,False
25968,2019-03-19,CB,A,J,2296.0,262.0,2019,3,19,1,1,12,78,31,False,False
25969,2019-03-20,CB,A,J,6184.0,289.0,2019,3,20,2,1,12,79,31,False,False
25970,2019-03-21,CB,A,J,13528.0,231.0,2019,3,21,3,1,12,80,31,False,False
25971,2019-03-22,CB,A,J,9160.0,276.0,2019,3,22,4,1,12,81,31,False,False
25972,2019-03-23,CB,A,J,9608.0,257.0,2019,3,23,5,1,12,82,31,False,False
25973,2019-03-24,CB,A,J,0.0,0.0,2019,3,24,6,1,12,83,31,False,False
25974,2019-03-25,CB,A,J,9128.0,293.0,2019,3,25,0,1,13,84,31,False,False
25975,2019-03-26,CB,A,J,5536.0,313.0,2019,3,26,1,1,13,85,31,False,False
25976,2019-03-27,CB,A,J,2936.0,360.0,2019,3,27,2,1,13,86,31,False,False
25977,2019-03-28,CB,A,J,0.0,0.0,2019,3,28,3,1,13,87,31,False,False
25978,2019-03-29,CB,A,J,4504.0,385.0,2019,3,29,4,1,13,88,31,False,False
25979,2019-03-30,CB,A,J,2744.0,345.0,2019,3,30,5,1,13,89,31,False,False
25980,2019-03-31,CB,A,J,0.0,0.0,2019,3,31,6,1,13,90,31,False,True
25981,2019-04-01,CB,A,J,3600.0,309.0,2019,4,1,0,2,14,91,30,True,False
25982,2019-04-02,CB,A,J,6360.0,389.0,2019,4,2,1,2,14,92,30,False,False
25983,2019-04-03,CB,A,J,11032.0,339.0,2019,4,3,2,2,14,93,30,False,False
25984,2019-04-04,CB,A,J,2144.0,309.0,2019,4,4,3,2,14,94,30,False,False
25985,2019-04-05,CB,A,J,5936.0,350.0,2019,4,5,4,2,14,95,30,False,False
25986,2019-04-06,CB,A,J,6736.0,235.0,2019,4,6,5,2,14,96,30,False,False
25987,2019-04-07,CB,A,J,0.0,0.0,2019,4,7,6,2,14,97,30,False,False
25988,2019-04-08,CB,A,J,5392.0,273.0,2019,4,8,0,2,15,98,30,False,False
25989,2019-04-09,CB,A,J,8904.0,254.0,2019,4,9,1,2,15,99,30,False,False
25990,2019-04-10,CB,A,J,9840.0,278.0,2019,4,10,2,2,15,100,30,False,False
25991,2019-04-11,CB,A,J,2304.0,419.0,2019,4,11,3,2,15,101,30,False,False
25992,2019-04-12,CB,A,J,0.0,0.0,2019,4,12,4,2,15,102,30,False,False
25993,2019-04-13,CB,A,J,12080.0,241.0,2019,4,13,5,2,15,103,30,False,False
25994,2019-04-14,CB,A,J,0.0,0.0,2019,4,14,6,2,15,104,30,False,False
25995,2019-04-15,CB,A,J,8360.0,291.0,2019,4,15,0,2,16,105,30,False,False
25996,2019-04-16,CB,A,J,10848.0,194.0,2019,4,16,1,2,16,106,30,False,False
25997,2019-04-17,CB,A,J,12776.0,288.0,2019,4,17,2,2,16,107,30,False,False
25998,2019-04-18,CB,A,J,5312.0,287.0,2019,4,18,3,2,16,108,30,False,False
25999,2019-04-19,CB,A,J,2312.0,319.0,2019,4,19,4,2,16,109,30,False,False
26000,2019-04-20,CB,A,J,0.0,0.0,2019,4,20,5,2,16,110,30,False,False
26001,2019-04-21,CB,A,J,0.0,0.0,2019,4,21,6,2,16,111,30,False,False
26002,2019-04-22,CB,A,J,0.0,0.0,2019,4,22,0,2,17,112,30,False,False
26003,2019-04-23,CB,A,J,0.0,0.0,2019,4,23,1,2,17,113,30,False,False
26004,2019-04-24,CB,A,J,0.0,0.0,2019,4,24,2,2,17,114,30,False,False
26005,2019-04-25,CB,A,J,0.0,0.0,2019,4,25,3,2,17,115,30,False,False
26006,2019-04-26,CB,A,J,0.0,0.0,2019,4,26,4,2,17,116,30,False,False
26007,2019-04-27,CB,A,J,0.0,0.0,2019,4,27,5,2,17,117,30,False,False
26008,2019-04-28,CB,A,J,0.0,0.0,2019,4,28,6,2,17,118,30,False,False
26009,2019-04-29,CB,A,J,0.0,0.0,2019,4,29,0,2,18,119,30,False,False
26010,2019-04-30,CB,A,J,0.0,0.0,2019,4,30,1,2,18,120,30,False,True
26011,2019-05-01,CB,A,J,0.0,0.0,2019,5,1,2,2,18,121,31,True,False
26012,2019-05-02,CB,A,J,0.0,0.0,2019,5,2,3,2,18,122,31,False,False
26013,2019-05-03,CB,A,J,0.0,0.0,2019,5,3,4,2,18,123,31,False,False
26014,2019-05-04,CB,A,J,0.0,0.0,2019,5,4,5,2,18,124,31,False,False
26015,2019-05-05,CB,A,J,0.0,0.0,2019,5,5,6,2,18,125,31,False,False
26016,2019-05-06,CB,A,J,0.0,0.0,2019,5,6,0,2,19,126,31,False,False
26017,2019-05-07,CB,A,J,0.0,0.0,2019,5,7,1,2,19,127,31,False,False
26018,2019-05-08,CB,A,J,0.0,0.0,2019,5,8,2,2,19,128,31,False,False
26019,2019-05-09,CB,A,J,0.0,0.0,2019,5,9,3,2,19,129,31,False,False
26020,2019-05-10,CB,A,J,0.0,0.0,2019,5,10,4,2,19,130,31,False,False
26021,2019-05-11,CB,A,J,0.0,0.0,2019,5,11,5,2,19,131,31,False,False
26022,2019-05-12,CB,A,J,0.0,0.0,2019,5,12,6,2,19,132,31,False,False
26023,2019-05-13,CB,A,J,0.0,0.0,2019,5,13,0,2,20,133,31,False,False
26024,2019-05-14,CB,A,J,0.0,0.0,2019,5,14,1,2,20,134,31,False,False
26025,2019-05-15,CB,A,J,0.0,0.0,2019,5,15,2,2,20,135,31,False,False
26026,2019-05-16,CB,A,J,0.0,0.0,2019,5,16,3,2,20,136,31,False,False
26027,2019-05-17,CB,A,J,0.0,0.0,2019,5,17,4,2,20,137,31,False,False
26028,2019-05-18,CB,A,J,0.0,0.0,2019,5,18,5,2,20,138,31,False,False
26029,2019-05-19,CB,A,J,0.0,0.0,2019,5,19,6,2,20,139,31,False,False
26030,2019-05-20,CB,A,J,0.0,0.0,2019,5,20,0,2,21,140,31,False,False
26031,2019-05-21,CB,A,J,0.0,0.0,2019,5,21,1,2,21,141,31,False,False
26032,2019-05-22,CB,A,J,0.0,0.0,2019,5,22,2,2,21,142,31,False,False
26033,2019-05-23,CB,A,J,0.0,0.0,2019,5,23,3,2,21,143,31,False,False
26034,2019-05-24,CB,A,J,0.0,0.0,2019,5,24,4,2,21,144,31,False,False
26035,2019-05-25,CB,A,J,0.0,0.0,2019,5,25,5,2,21,145,31,False,False
26036,2019-05-26,CB,A,J,0.0,0.0,2019,5,26,6,2,21,146,31,False,False
26037,2019-05-27,CB,A,J,0.0,0.0,2019,5,27,0,2,22,147,31,False,False
26038,2019-05-28,CB,A,J,0.0,0.0,2019,5,28,1,2,22,148,31,False,False
26039,2019-05-29,CB,A,J,0.0,0.0,2019,5,29,2,2,22,149,31,False,False
26040,2019-05-30,CB,A,J,0.0,0.0,2019,5,30,3,2,22,150,31,False,False
26041,2019-05-31,CB,A,J,0.0,0.0,2019,5,31,4,2,22,151,31,False,True
26042,2019-06-01,CB,A,J,0.0,0.0,2019,6,1,5,2,22,152,30,True,False
26043,2019-06-02,CB,A,J,0.0,0.0,2019,6,2,6,2,22,153,30,False,False
26044,2019-06-03,CB,A,J,0.0,0.0,2019,6,3,0,2,23,154,30,False,False
26045,2019-06-04,CB,A,J,0.0,0.0,2019,6,4,1,2,23,155,30,False,False
26046,2019-06-05,CB,A,J,0.0,0.0,2019,6,5,2,2,23,156,30,False,False
26047,2019-06-06,CB,A,J,0.0,0.0,2019,6,6,3,2,23,157,30,False,False
26048,2019-06-07,CB,A,J,0.0,0.0,2019,6,7,4,2,23,158,30,False,False
26049,2019-06-08,CB,A,J,0.0,0.0,2019,6,8,5,2,23,159,30,False,False
26050,2019-06-09,CB,A,J,0.0,0.0,2019,6,9,6,2,23,160,30,False,False
26051,2019-06-10,CB,A,J,0.0,0.0,2019,6,10,0,2,24,161,30,False,False
26052,2019-06-11,CB,A,J,0.0,0.0,2019,6,11,1,2,24,162,30,False,False
26053,2019-06-12,CB,A,J,0.0,0.0,2019,6,12,2,2,24,163,30,False,False
26054,2019-06-13,CB,A,J,0.0,0.0,2019,6,13,3,2,24,164,30,False,False
26055,2019-06-14,CB,A,J,0.0,0.0,2019,6,14,4,2,24,165,30,False,False
26056,2019-06-15,CB,A,J,0.0,0.0,2019,6,15,5,2,24,166,30,False,False
26057,2019-06-16,CB,A,J,0.0,0.0,2019,6,16,6,2,24,167,30,False,False
26058,2019-06-17,CB,A,J,0.0,0.0,2019,6,17,0,2,25,168,30,False,False
26059,2019-06-18,CB,A,J,0.0,0.0,2019,6,18,1,2,25,169,30,False,False
26060,2019-06-19,CB,A,J,0.0,0.0,2019,6,19,2,2,25,170,30,False,False
26061,2019-06-20,CB,A,J,0.0,0.0,2019,6,20,3,2,25,171,30,False,False
26062,2019-06-21,CB,A,J,0.0,0.0,2019,6,21,4,2,25,172,30,False,False
26063,2019-06-22,CB,A,J,0.0,0.0,2019,6,22,5,2,25,173,30,False,False
26064,2019-06-23,CB,A,J,0.0,0.0,2019,6,23,6,2,25,174,30,False,False
26065,2019-06-24,CB,A,J,0.0,0.0,2019,6,24,0,2,26,175,30,False,False
26066,2019-06-25,CB,A,J,0.0,0.0,2019,6,25,1,2,26,176,30,False,False
26067,2019-06-26,CB,A,J,0.0,0.0,2019,6,26,2,2,26,177,30,False,False
26068,2019-06-27,CB,A,J,0.0,0.0,2019,6,27,3,2,26,178,30,False,False
26069,2019-06-28,CB,A,J,0.0,0.0,2019,6,28,4,2,26,179,30,False,False
26070,2019-06-29,CB,A,J,0.0,0.0,2019,6,29,5,2,26,180,30,False,False
26071,2019-06-30,CB,A,J,0.0,0.0,2019,6,30,6,2,26,181,30,False,True
26072,2019-07-01,CB,A,J,0.0,0.0,2019,7,1,0,3,27,182,31,True,False
26073,2019-07-02,CB,A,J,0.0,0.0,2019,7,2,1,3,27,183,31,False,False
26074,2019-07-03,CB,A,J,0.0,0.0,2019,7,3,2,3,27,184,31,False,False
26075,2019-07-04,CB,A,J,0.0,0.0,2019,7,4,3,3,27,185,31,False,False
26076,2019-07-05,CB,A,J,0.0,0.0,2019,7,5,4,3,27,186,31,False,False
26077,2019-07-06,CB,A,J,0.0,0.0,2019,7,6,5,3,27,187,31,False,False
26078,2019-07-07,CB,A,J,0.0,0.0,2019,7,7,6,3,27,188,31,False,False
26079,2019-07-08,CB,A,J,0.0,0.0,2019,7,8,0,3,28,189,31,False,False
26080,2019-07-09,CB,A,J,0.0,0.0,2019,7,9,1,3,28,190,31,False,False
26081,2019-07-10,CB,A,J,0.0,0.0,2019,7,10,2,3,28,191,31,False,False
26082,2019-07-11,CB,A,J,0.0,0.0,2019,7,11,3,3,28,192,31,False,False
26083,2019-07-12,CB,A,J,0.0,0.0,2019,7,12,4,3,28,193,31,False,False
26084,2019-07-13,CB,A,J,0.0,0.0,2019,7,13,5,3,28,194,31,False,False
26085,2019-07-14,CB,A,J,0.0,0.0,2019,7,14,6,3,28,195,31,False,False
26086,2019-07-15,CB,A,J,0.0,0.0,2019,7,15,0,3,29,196,31,False,False
26087,2019-07-16,CB,A,J,0.0,0.0,2019,7,16,1,3,29,197,31,False,False
26088,2019-07-17,CB,A,J,0.0,0.0,2019,7,17,2,3,29,198,31,False,False
26089,2019-07-18,CB,A,J,0.0,0.0,2019,7,18,3,3,29,199,31,False,False
26090,2019-07-19,CB,A,J,0.0,0.0,2019,7,19,4,3,29,200,31,False,False
26091,2019-07-20,CB,A,J,0.0,0.0,2019,7,20,5,3,29,201,31,False,False
26092,2019-07-21,CB,A,J,0.0,0.0,2019,7,21,6,3,29,202,31,False,False
26093,2019-07-22,CB,A,J,0.0,0.0,2019,7,22,0,3,30,203,31,False,False
26094,2019-07-23,CB,A,J,0.0,0.0,2019,7,23,1,3,30,204,31,False,False
26095,2019-07-24,CB,A,J,0.0,0.0,2019,7,24,2,3,30,205,31,False,False
26096,2019-07-25,CB,A,J,0.0,0.0,2019,7,25,3,3,30,206,31,False,False
26097,2019-07-26,CB,A,J,0.0,0.0,2019,7,26,4,3,30,207,31,False,False
26098,2019-07-27,CB,A,J,0.0,0.0,2019,7,27,5,3,30,208,31,False,False
26099,2019-07-28,CB,A,J,0.0,0.0,2019,7,28,6,3,30,209,31,False,False
26100,2019-07-29,CB,A,J,0.0,0.0,2019,7,29,0,3,31,210,31,False,False
26101,2019-07-30,CB,A,J,0.0,0.0,2019,7,30,1,3,31,211,31,False,False
26102,2019-07-31,CB,A,J,0.0,0.0,2019,7,31,2,3,31,212,31,False,True
26103,2019-08-01,CB,A,J,0.0,0.0,2019,8,1,3,3,31,213,31,True,False
26104,2019-08-02,CB,A,J,0.0,0.0,2019,8,2,4,3,31,214,31,False,False
26105,2019-08-03,CB,A,J,0.0,0.0,2019,8,3,5,3,31,215,31,False,False
26106,2019-08-04,CB,A,J,0.0,0.0,2019,8,4,6,3,31,216,31,False,False
26107,2019-08-05,CB,A,J,0.0,0.0,2019,8,5,0,3,32,217,31,False,False
26108,2019-08-06,CB,A,J,0.0,0.0,2019,8,6,1,3,32,218,31,False,False
26109,2019-08-07,CB,A,J,0.0,0.0,2019,8,7,2,3,32,219,31,False,False
26110,2019-08-08,CB,A,J,0.0,0.0,2019,8,8,3,3,32,220,31,False,False
26111,2019-08-09,CB,A,J,0.0,0.0,2019,8,9,4,3,32,221,31,False,False
26112,2019-08-10,CB,A,J,0.0,0.0,2019,8,10,5,3,32,222,31,False,False
26113,2019-08-11,CB,A,J,0.0,0.0,2019,8,11,6,3,32,223,31,False,False
26114,2019-08-12,CB,A,J,0.0,0.0,2019,8,12,0,3,33,224,31,False,False
26115,2019-08-13,CB,A,J,0.0,0.0,2019,8,13,1,3,33,225,31,False,False
26116,2019-08-14,CB,A,J,0.0,0.0,2019,8,14,2,3,33,226,31,False,False
26117,2019-08-15,CB,A,J,0.0,0.0,2019,8,15,3,3,33,227,31,False,False
26118,2019-08-16,CB,A,J,0.0,0.0,2019,8,16,4,3,33,228,31,False,False
26119,2019-08-17,CB,A,J,0.0,0.0,2019,8,17,5,3,33,229,31,False,False
26120,2019-08-18,CB,A,J,0.0,0.0,2019,8,18,6,3,33,230,31,False,False
26121,2019-08-19,CB,A,J,0.0,0.0,2019,8,19,0,3,34,231,31,False,False
26122,2019-08-20,CB,A,J,0.0,0.0,2019,8,20,1,3,34,232,31,False,False
26123,2019-08-21,CB,A,J,0.0,0.0,2019,8,21,2,3,34,233,31,False,False
26124,2019-08-22,CB,A,J,0.0,0.0,2019,8,22,3,3,34,234,31,False,False
26125,2019-08-23,CB,A,J,0.0,0.0,2019,8,23,4,3,34,235,31,False,False
26126,2019-08-24,CB,A,J,0.0,0.0,2019,8,24,5,3,34,236,31,False,False
26127,2019-08-25,CB,A,J,0.0,0.0,2019,8,25,6,3,34,237,31,False,False
26128,2019-08-26,CB,A,J,0.0,0.0,2019,8,26,0,3,35,238,31,False,False
26129,2019-08-27,CB,A,J,0.0,0.0,2019,8,27,1,3,35,239,31,False,False
26130,2019-08-28,CB,A,J,0.0,0.0,2019,8,28,2,3,35,240,31,False,False
26131,2019-08-29,CB,A,J,0.0,0.0,2019,8,29,3,3,35,241,31,False,False
26132,2019-08-30,CB,A,J,0.0,0.0,2019,8,30,4,3,35,242,31,False,False
26133,2019-08-31,CB,A,J,0.0,0.0,2019,8,31,5,3,35,243,31,False,True
26134,2019-09-01,CB,A,J,0.0,0.0,2019,9,1,6,3,35,244,30,True,False
26135,2019-09-02,CB,A,J,0.0,0.0,2019,9,2,0,3,36,245,30,False,False
26136,2019-09-03,CB,A,J,0.0,0.0,2019,9,3,1,3,36,246,30,False,False
26137,2019-09-04,CB,A,J,0.0,0.0,2019,9,4,2,3,36,247,30,False,False
26138,2019-09-05,CB,A,J,0.0,0.0,2019,9,5,3,3,36,248,30,False,False
26139,2019-09-06,CB,A,J,0.0,0.0,2019,9,6,4,3,36,249,30,False,False
26140,2019-09-07,CB,A,J,0.0,0.0,2019,9,7,5,3,36,250,30,False,False
26141,2019-09-08,CB,A,J,0.0,0.0,2019,9,8,6,3,36,251,30,False,False
26142,2019-09-09,CB,A,J,0.0,0.0,2019,9,9,0,3,37,252,30,False,False
26143,2019-09-10,CB,A,J,0.0,0.0,2019,9,10,1,3,37,253,30,False,False
26144,2019-09-11,CB,A,J,0.0,0.0,2019,9,11,2,3,37,254,30,False,False
26145,2019-09-12,CB,A,J,0.0,0.0,2019,9,12,3,3,37,255,30,False,False
26146,2019-09-13,CB,A,J,0.0,0.0,2019,9,13,4,3,37,256,30,False,False
26147,2019-09-14,CB,A,J,0.0,0.0,2019,9,14,5,3,37,257,30,False,False
26148,2019-09-15,CB,A,J,0.0,0.0,2019,9,15,6,3,37,258,30,False,False
26149,2019-09-16,CB,A,J,0.0,0.0,2019,9,16,0,3,38,259,30,False,False
26150,2019-09-17,CB,A,J,0.0,0.0,2019,9,17,1,3,38,260,30,False,False
26151,2019-09-18,CB,A,J,0.0,0.0,2019,9,18,2,3,38,261,30,False,False
26152,2019-09-19,CB,A,J,0.0,0.0,2019,9,19,3,3,38,262,30,False,False
26153,2019-09-20,CB,A,J,0.0,0.0,2019,9,20,4,3,38,263,30,False,False
26154,2019-09-21,CB,A,J,0.0,0.0,2019,9,21,5,3,38,264,30,False,False
26155,2019-09-22,CB,A,J,0.0,0.0,2019,9,22,6,3,38,265,30,False,False
26156,2019-09-23,CB,A,J,0.0,0.0,2019,9,23,0,3,39,266,30,False,False
26157,2019-09-24,CB,A,J,0.0,0.0,2019,9,24,1,3,39,267,30,False,False
26158,2019-09-25,CB,A,J,0.0,0.0,2019,9,25,2,3,39,268,30,False,False
26159,2019-09-26,CB,A,J,0.0,0.0,2019,9,26,3,3,39,269,30,False,False
26160,2019-09-27,CB,A,J,0.0,0.0,2019,9,27,4,3,39,270,30,False,False
26161,2019-09-28,CB,A,J,0.0,0.0,2019,9,28,5,3,39,271,30,False,False
26162,2019-09-29,CB,A,J,0.0,0.0,2019,9,29,6,3,39,272,30,False,False
26163,2019-09-30,CB,A,J,0.0,0.0,2019,9,30,0,3,40,273,30,False,True
26164,2019-10-01,CB,A,J,0.0,0.0,2019,10,1,1,4,40,274,31,True,False
26165,2019-10-02,CB,A,J,0.0,0.0,2019,10,2,2,4,40,275,31,False,False
26166,2019-10-03,CB,A,J,0.0,0.0,2019,10,3,3,4,40,276,31,False,False
26167,2019-10-04,CB,A,J,0.0,0.0,2019,10,4,4,4,40,277,31,False,False
26168,2019-10-05,CB,A,J,0.0,0.0,2019,10,5,5,4,40,278,31,False,False
26169,2019-10-06,CB,A,J,0.0,0.0,2019,10,6,6,4,40,279,31,False,False
26170,2019-10-07,CB,A,J,0.0,0.0,2019,10,7,0,4,41,280,31,False,False
26171,2019-10-08,CB,A,J,0.0,0.0,2019,10,8,1,4,41,281,31,False,False
26172,2019-10-09,CB,A,J,0.0,0.0,2019,10,9,2,4,41,282,31,False,False
26173,2019-10-10,CB,A,J,0.0,0.0,2019,10,10,3,4,41,283,31,False,False
26174,2019-10-11,CB,A,J,0.0,0.0,2019,10,11,4,4,41,284,31,False,False
26175,2019-10-12,CB,A,J,0.0,0.0,2019,10,12,5,4,41,285,31,False,False
26176,2019-10-13,CB,A,J,0.0,0.0,2019,10,13,6,4,41,286,31,False,False
26177,2019-10-14,CB,A,J,0.0,0.0,2019,10,14,0,4,42,287,31,False,False
26178,2019-10-15,CB,A,J,0.0,0.0,2019,10,15,1,4,42,288,31,False,False
26179,2019-10-16,CB,A,J,0.0,0.0,2019,10,16,2,4,42,289,31,False,False
26180,2019-10-17,CB,A,J,0.0,0.0,2019,10,17,3,4,42,290,31,False,False
26181,2019-10-18,CB,A,J,0.0,0.0,2019,10,18,4,4,42,291,31,False,False
26182,2019-10-19,CB,A,J,0.0,0.0,2019,10,19,5,4,42,292,31,False,False
26183,2019-10-20,CB,A,J,0.0,0.0,2019,10,20,6,4,42,293,31,False,False
26184,2019-10-21,CB,A,J,0.0,0.0,2019,10,21,0,4,43,294,31,False,False
26185,2019-10-22,CB,A,J,0.0,0.0,2019,10,22,1,4,43,295,31,False,False
26186,2019-10-23,CB,A,J,0.0,0.0,2019,10,23,2,4,43,296,31,False,False
26187,2019-10-24,CB,A,J,0.0,0.0,2019,10,24,3,4,43,297,31,False,False
26188,2019-10-25,CB,A,J,0.0,0.0,2019,10,25,4,4,43,298,31,False,False
26189,2019-10-26,CB,A,J,0.0,0.0,2019,10,26,5,4,43,299,31,False,False
26190,2019-10-27,CB,A,J,0.0,0.0,2019,10,27,6,4,43,300,31,False,False
